id,date_listed,project_id,project_name,builder,builder_tier,rera_id,locality,region,tier,lat,lon,property_type,bedrooms,carpet_area_sqft,built_up_area_sqft,carpet_area_m2,floor,total_floors,facing,launch_year,possession_year,total_project_units,possession_status,metro_station,metro_line,metro_distance_min,to_bkc_km,price_inr,price_per_sqft_carpet_inr,price_usd,home_loan_rate_at_listing,listing_year,listing_month
U000096,2022-11-16,UC0023,Oberoi Realty Estate,Oberoi Realty,tier1,,Dadar West,Central,premium,19.01753,72.82686,5BHK_penthouse,5,2487,3038,231.1,14,25,south-east,2024,2027,400,ready_to_move,Jogeshwari East,Line 7,170,7.39,123951000,49832,1487412,8.6,2022,11
U000097,2025-06-01,UC0066,JP Infra Oasis,JP Infra,tier2,P51852015,Sewri,South Mumbai,premium,19.00052,72.85291,3BHK,3,940,1219,87.4,11,25,north,2021,2027,400,under_construction,Shitaladevi,Line 3,44,7.93,36690000,39014,440275,8.95,2025,6
U000098,2022-05-12,UC0024,Runwal Greens,Runwal,tier2,P51969906,Bhandup,Central,mid,19.13946,72.93076,5BHK_penthouse,5,3700,4580,343.8,14,50,south-east,2025,2027,400,ready_to_move,Marol Naka Metro,Line 3,78,10.02,72632000,19629,871581,7.1,2022,5
U000099,2021-08-30,UC0200,Kalpataru Garden,Kalpataru,tier1,,Manpada,Thane,mid,19.23503,72.96114,2BHK,2,465,571,43.2,11,15,north-west,2025,2027,800,ready_to_move,Dahanukarwadi,Line 2A,161,20.7,4781000,10278,57377,6.7,2021,8
U000100,2024-05-03,UC0055,Piramal Realty Pinnacle,Piramal Realty,tier2,P51724394,Ambernath,Thane,affordable,19.18623,73.19463,2BHK,2,587,731,54.6,5,15,north-east,2023,2026,200,under_construction,Belapur TH,Trans-Harbour,304,36.47,4420000,7526,53043,9.2,2024,5
U000101,2023-05-31,UC0067,Dosti Realty Palazzo,Dosti Realty,tier2,,Mira Road,Western,affordable,19.2952,72.83866,3BHK,3,886,1086,82.4,20,50,north,2024,2027,200,under_construction,Borivali WR,Western Rail,92,25.26,14661000,16538,175928,9.2,2023,5
U000102,2023-10-20,UC0018,Wadhwa Royale,Wadhwa,tier2,P51981278,Dahisar,Western,affordable,19.25029,72.84992,1BHK,1,446,556,41.4,16,25,west,2022,2028,100,ready_to_move,Dahisar East,Line 2A,19,20.16,6346000,14227,76157,9.2,2023,10
U000103,2022-03-12,UC0061,Kanakia Towers,Kanakia,tier2,P51984771,Naigaon,Far Western,affordable,19.34844,72.85282,2BHK,2,616,759,57.2,29,35,south-east,2025,2025,200,ready_within_6m,Ovaripada,Line 7,167,31.01,4349000,7061,52188,7.1,2022,3
U000104,2024-03-29,UC0115,Nirmal Lifestyle Crest,Nirmal Lifestyle,tier2,P51956883,Kandivali East,Western,mid,19.20587,72.87188,2BHK,2,530,660,49.3,27,50,south,2024,2026,200,ready_to_move,Devipada,Line 2A,28,15.11,9813000,18506,117751,9.2,2024,3
U000105,2022-09-23,UC0129,Piramal Realty Avalon,Piramal Realty,tier2,P51785105,Cuffe Parade,South Mumbai,luxury,18.91592,72.8208,4BHK,4,1545,1950,143.6,22,35,east,2024,2026,100,ready_within_6m,CSMT Harbour,Harbour,42,17.9,148910000,96370,1786921,8.6,2022,9
U000106,2022-07-20,UC0180,Lodha The Park,Lodha,tier1,P51945657,Wadala,South Mumbai,premium,19.01605,72.84574,1BHK,1,490,611,45.5,49,50,west,2022,2025,400,under_construction,Jogeshwari East,Line 7,169,6.52,20185000,41185,242217,8.6,2022,7
U000107,2025-05-23,UC0052,Rustomjee The Park,Rustomjee,tier1,P51851619,Ulwe,Navi Mumbai,affordable,18.96175,73.02477,3BHK,3,732,931,68.0,15,15,south-west,2023,2025,800,ready_to_move,Panvel Harbour,Harbour,118,20.24,8196000,11196,98347,8.95,2025,5
U000108,2023-02-10,UC0044,Mahindra Lifespaces Palazzo,Mahindra Lifespaces,tier1,P51792647,Bandra West,Western,luxury,19.05067,72.82897,2BHK,2,578,706,53.7,22,35,north-east,2022,2027,800,under_construction,Kurla CR,Central Rail,75,4.82,48267000,83576,579201,9.2,2023,2
U000109,2021-08-27,UC0121,Rustomjee Royale,Rustomjee,tier1,P51988274,Sewri,South Mumbai,premium,18.99901,72.85647,2BHK,2,671,821,62.3,30,35,west,2021,2025,100,ready_within_6m,Wadala Harbour,Harbour,31,8.02,23299000,34740,279589,6.7,2021,8
U000110,2022-12-04,UC0248,Nirmal Lifestyle Skyline,Nirmal Lifestyle,tier2,,Ghatkopar West,Central,mid,19.0823,72.91857,1BHK,1,401,504,37.3,13,25,south-east,2024,2026,400,under_construction,Chakala,Line 1,77,5.28,10443000,26026,125314,8.6,2022,12
U000111,2023-07-14,UC0142,Nirmal Lifestyle The Park,Nirmal Lifestyle,tier2,P51897519,Goregaon West,Western,mid,19.16748,72.8645,3BHK,3,938,1136,87.2,22,25,south-east,2022,2027,100,ready_within_6m,Dindoshi,Line 7,6,10.85,26096000,27819,313157,9.2,2023,7
U000112,2023-08-29,UC0195,Rustomjee Avalon,Rustomjee,tier1,P51723482,Dadar East,Central,premium,19.01927,72.85995,4BHK,4,1288,1665,119.7,41,50,south-west,2022,2026,800,under_construction,Wadala Harbour,Harbour,5,5.74,46577000,36154,558918,9.2,2023,8
U000113,2022-01-24,UC0167,Dosti Realty Palazzo,Dosti Realty,tier2,P51809693,Vile Parle East,Western,premium,19.10007,72.86003,5BHK_penthouse,5,1743,2137,161.9,5,15,south,2024,2027,1200,under_construction,Saki Naka,Line 1,34,3.5,48735000,27958,584821,7.1,2022,1
U000114,2023-08-03,UC0250,Kalpataru Royale,Kalpataru,tier1,P51998658,Vile Parle West,Western,premium,19.10398,72.84661,2BHK,2,724,917,67.3,29,35,south-east,2024,2028,400,ready_to_move,Santacruz Metro,Line 3,38,4.51,36507000,50413,438090,9.2,2023,8
U000115,2026-03-03,UC0010,Marathon Celeste,Marathon,tier2,,Kalwa,Thane,affordable,19.19983,72.98587,2BHK,2,525,642,48.8,14,25,south-west,2021,2026,200,ready_within_6m,Dahisar East,Line 2A,178,18.88,5517000,10502,66205,8.7,2026,3
U000116,2022-04-27,UC0222,Dosti Realty Skyline,Dosti Realty,tier2,P51957754,Cuffe Parade,South Mumbai,luxury,18.91207,72.81824,3BHK,3,1101,1379,102.3,16,35,north,2024,2026,800,under_construction,Andheri,Line 1,279,18.39,107795000,97884,1293534,7.1,2022,4
U000117,2025-07-03,UC0171,Sunteck Crest,Sunteck,tier2,P51729572,Worli,South Mumbai,luxury,19.01053,72.80528,3BHK,3,944,1158,87.7,17,35,south-west,2023,2027,200,under_construction,Worli Metro,Line 3,18,9.49,88084000,93354,1057007,8.7,2025,7
U000118,2024-09-21,UC0217,Dosti Realty Horizon,Dosti Realty,tier2,P51847117,Ghansoli,Navi Mumbai,mid,19.1295,72.98507,3BHK,3,1055,1310,98.0,4,25,north-west,2022,2025,800,ready_within_6m,Jogeshwari East,Line 7,167,13.78,14016000,13283,168192,9.2,2024,9
U000119,2024-06-04,UC0136,Mahindra Lifespaces Oasis,Mahindra Lifespaces,tier1,P51921145,Taloja,Navi Mumbai,affordable,19.06443,73.09296,1BHK,1,388,498,36.0,4,25,west,2023,2027,100,ready_to_move,Nerul Harbour,Harbour,102,23.44,3503000,9040,42036,9.2,2024,6
U000120,2022-02-12,UC0039,Lodha Celeste,Lodha,tier1,P51722559,Santacruz East,Western,premium,19.08379,72.84124,3BHK,3,673,839,62.5,25,50,south,2025,2026,200,under_construction,Santacruz Metro,Line 3,11,3.39,24882000,36994,298580,7.1,2022,2
U000121,2023-05-09,UC0094,Mahindra Lifespaces Symphony,Mahindra Lifespaces,tier1,P51909138,Parel,South Mumbai,premium,18.99482,72.82494,3BHK,3,730,889,67.8,6,25,west,2024,2028,100,under_construction,Mumbai Central Metro,Line 3,34,9.61,47620000,65229,571441,9.2,2023,5
U000122,2021-07-19,UC0042,Marathon Heights,Marathon,tier2,P51704511,Kopar Khairane,Navi Mumbai,mid,19.09921,72.99916,3BHK,3,987,1222,91.7,2,35,south,2025,2026,1200,ready_to_move,Airport Road,Line 1,166,13.96,11701000,11852,140413,6.7,2021,7
U000123,2024-06-12,UC0118,Nirmal Lifestyle Crown,Nirmal Lifestyle,tier2,P51972870,Naigaon,Far Western,affordable,19.35311,72.85337,1BHK,1,358,460,33.3,7,25,south-east,2021,2025,800,ready_within_6m,Dindoshi,Line 7,251,31.53,2468000,6886,29616,9.2,2024,6
U000124,2024-04-09,UC0176,Piramal Realty Meadows,Piramal Realty,tier2,P51774242,Kandivali West,Western,mid,19.2077,72.83364,3BHK,3,1049,1359,97.5,12,25,south-east,2023,2027,200,under_construction,Magathane,Line 2A,27,15.78,22335000,21284,268022,9.2,2024,4
U000125,2025-01-19,UC0150,Runwal Estate,Runwal,tier2,P51894274,Bandra West,Western,luxury,19.05551,72.81122,4BHK,4,1881,2271,174.8,22,25,south-west,2025,2026,400,ready_to_move,Dadar Metro,Line 3,69,6.38,140698000,74781,1688379,8.95,2025,1
U000126,2024-05-14,UC0227,Oberoi Realty Imperia,Oberoi Realty,tier1,P51804828,BKC (Bandra-Kurla),Central,luxury,19.07052,72.87099,2BHK,2,641,805,59.5,10,25,east,2025,2028,200,ready_within_6m,BKC Metro,Line 3,5,0.12,52432000,81817,629179,9.2,2024,5
U000127,2024-01-01,UC0164,Dosti Realty Symphony,Dosti Realty,tier2,P51792614,Borivali West,Western,mid,19.22912,72.8419,3BHK,3,1072,1351,99.6,14,15,west,2024,2028,400,under_construction,Poisar,Line 7,47,17.94,21879000,20400,262549,9.2,2024,1
U000128,2022-10-02,UC0078,Oberoi Realty Celeste,Oberoi Realty,tier1,P51953901,Ghansoli,Navi Mumbai,mid,19.12011,73.00999,3BHK,3,840,1053,78.1,3,15,south-west,2023,2027,1200,under_construction,Devipada,Line 2A,236,15.73,10712000,12749,128547,8.6,2022,10
U000129,2023-07-13,UC0012,Mahindra Lifespaces Pinnacle,Mahindra Lifespaces,tier1,P51801308,Belapur,Navi Mumbai,mid,19.0194,73.02082,3BHK,3,1034,1301,96.1,14,15,south,2022,2025,100,ready_within_6m,Nerul Harbour,Harbour,19,16.82,16599000,16052,199192,9.2,2023,7
U000130,2021-05-19,UC0038,Piramal Realty Greens,Piramal Realty,tier2,P51749930,Andheri West,Western,premium,19.1365,72.83243,2BHK,2,723,908,67.2,7,25,north,2024,2024,200,under_construction,Azad Nagar,Line 1,14,8.38,23818000,32950,285812,6.7,2021,5
U000131,2021-09-22,UC0037,Marathon Royale,Marathon,tier2,P51761471,Mulund East,Central,mid,19.18637,72.95244,1BHK,1,315,399,29.2,1,35,south-west,2022,2027,100,under_construction,Anand Nagar,Line 2A,141,15.57,5075000,16125,60898,6.7,2021,9
U000132,2021-02-11,UC0018,Wadhwa Royale,Wadhwa,tier2,P51981278,Dahisar,Western,affordable,19.25029,72.84992,4BHK,4,1470,1831,136.6,12,35,south-east,2022,2028,100,under_construction,Dadar Metro,Line 3,314,20.16,19486000,13256,233827,6.7,2021,2
U000133,2023-12-26,UC0121,Rustomjee Royale,Rustomjee,tier1,P51988274,Sewri,South Mumbai,premium,18.99901,72.85647,2BHK,2,667,808,61.9,15,15,west,2021,2025,100,ready_within_6m,Acharya Atre Chowk,Line 3,53,8.02,24988000,37490,299861,9.2,2023,12
U000134,2026-01-28,UC0124,Rustomjee Pinnacle,Rustomjee,tier1,P51909996,Dadar West,Central,premium,19.02109,72.83408,4BHK,4,1525,1886,141.6,6,50,south-west,2024,2026,200,under_construction,Mumbai Central Metro,Line 3,68,6.62,78888000,51747,946658,8.7,2026,1
U000135,2023-10-19,UC0076,Hiranandani Symphony,Hiranandani,tier1,P51989078,Malad West,Western,mid,19.18479,72.85098,4BHK,4,1528,1894,141.9,25,25,east,2024,2027,100,under_construction,Rashtriya Udyan,Line 2A,21,12.92,38481000,25190,461777,9.2,2023,10
U000136,2026-03-10,UC0135,Runwal Garden,Runwal,tier2,P51934428,Goregaon West,Western,mid,19.17401,72.84243,2BHK,2,742,940,68.9,27,50,south,2025,2027,200,under_construction,Dahanukarwadi,Line 2A,22,11.92,20178000,27197,242130,8.7,2026,3
U000137,2022-09-04,UC0118,Nirmal Lifestyle Crown,Nirmal Lifestyle,tier2,P51972870,Naigaon,Far Western,affordable,19.35311,72.85337,1BHK,1,460,565,42.8,2,15,north-west,2021,2025,800,ready_within_6m,Borivali East,Line 2A,170,31.53,2936000,6381,35237,8.6,2022,9
U000138,2023-11-30,UC0078,Oberoi Realty Celeste,Oberoi Realty,tier1,P51953901,Ghansoli,Navi Mumbai,mid,19.12011,73.00999,5BHK_penthouse,5,3275,4075,304.3,15,15,north-east,2023,2027,1200,ready_to_move,Marol Naka,Line 1,160,15.73,45359000,13848,544305,9.2,2023,11
U000139,2023-12-30,UC0196,Rustomjee Horizon,Rustomjee,tier1,P51918578,Sanpada,Navi Mumbai,mid,19.07872,72.99624,1BHK,1,426,523,39.6,21,25,north,2024,2025,800,under_construction,Jagruti Nagar,Line 1,125,13.3,7886000,18521,94637,9.2,2023,12
U000140,2023-10-04,UC0140,Lodha Palazzo,Lodha,tier1,,Ghodbunder Road,Thane,mid,19.23949,72.95156,4BHK,4,1551,1873,144.1,11,25,north-west,2025,2027,200,under_construction,Lower Oshiwara,Line 2A,168,20.7,24710000,15928,296525,9.2,2023,10
U000141,2026-03-04,UC0101,Tata Housing Celeste,Tata Housing,tier1,,Sanpada,Navi Mumbai,mid,19.07092,73.0233,3BHK,3,756,965,70.2,10,35,north-west,2024,2027,200,ready_within_6m,Dadar Metro,Line 3,240,16.11,14135000,18695,169620,8.7,2026,3
U000142,2023-08-14,UC0212,Sunteck Pinnacle,Sunteck,tier2,P51857716,Goregaon East,Western,mid,19.16127,72.87741,2BHK,2,662,843,61.5,5,25,north-east,2024,2026,800,under_construction,SEEPZ,Line 3,45,10.18,14333000,21638,171995,9.2,2023,8
U000143,2024-01-20,UC0187,Lodha Royale,Lodha,tier1,P51988237,Thane West,Thane,mid,19.21993,72.97336,1BHK,1,393,473,36.5,27,35,south,2022,2026,800,under_construction,Rashtriya Udyan,Line 2A,165,19.9,6751000,17194,81009,9.2,2024,1
U000144,2024-04-21,UC0170,Rustomjee Garden,Rustomjee,tier1,P51929455,Kharghar,Navi Mumbai,affordable,19.05477,73.07565,2BHK,2,668,826,62.1,19,35,north-east,2022,2025,1200,under_construction,Airport Road,Line 1,268,21.68,9260000,13860,111119,9.2,2024,4
U000145,2022-03-06,UC0084,Godrej Properties Park Avenue,Godrej Properties,tier1,P51961788,Mira Road,Western,affordable,19.28659,72.83779,3BHK,3,906,1137,84.2,25,25,east,2023,2026,800,under_construction,Jagruti Nagar,Line 1,275,24.32,12703000,14015,152430,7.1,2022,3
U000146,2021-03-15,UC0200,Kalpataru Garden,Kalpataru,tier1,,Manpada,Thane,mid,19.23503,72.96114,2BHK,2,540,679,50.1,28,35,south-east,2025,2027,800,under_construction,Vidhan Bhavan,Line 3,455,20.7,6746000,12500,80948,6.7,2021,3
U000147,2021-11-04,UC0009,Sheth Creators Heights,Sheth Creators,tier2,P51926769,Bhayandar,Western,affordable,19.29801,72.84679,5BHK_penthouse,5,2908,3574,270.2,2,50,north-west,2024,2024,200,under_construction,Asalpha,Line 1,275,25.47,29675000,10205,356096,6.7,2021,11
U000148,2024-07-25,UC0177,Dosti Realty Grandeur,Dosti Realty,tier2,P51952261,Kopar Khairane,Navi Mumbai,mid,19.09883,72.99645,4BHK,4,1364,1679,126.7,4,25,north,2025,2026,400,under_construction,Kurla CR,Central Rail,153,13.67,19193000,14068,230314,9.2,2024,7
U000149,2021-11-30,UC0244,Hiranandani Skyline,Hiranandani,tier1,,Vasai,Far Western,affordable,19.40219,72.82909,1BHK,1,521,656,48.4,3,25,west,2023,2025,800,ready_to_move,Ghatkopar,Line 1,439,37.19,3655000,7010,43860,6.7,2021,11
U000150,2025-05-18,UC0216,Nirmal Lifestyle Oasis,Nirmal Lifestyle,tier2,P51728802,Malad West,Western,mid,19.1811,72.84729,1BHK,1,478,615,44.4,7,25,south-east,2024,2026,1200,under_construction,Lower Oshiwara,Line 2A,22,12.58,14657000,30639,175884,8.95,2025,5
U000151,2026-04-07,UC0155,Oberoi Realty Horizon,Oberoi Realty,tier1,P51876238,Manpada,Thane,mid,19.2293,72.96683,2BHK,2,609,757,56.6,18,25,north-east,2022,2026,1200,under_construction,Kurar,Line 7,150,20.43,8151000,13381,97808,8.7,2026,4
U000152,2025-06-06,UC0129,Piramal Realty Avalon,Piramal Realty,tier2,P51785105,Cuffe Parade,South Mumbai,luxury,18.91592,72.8208,5BHK_penthouse,5,2158,2791,200.5,14,25,north,2024,2026,100,under_construction,Churchgate WR,Western Rail,29,17.9,211096000,97812,2533155,8.95,2025,6
U000153,2023-10-09,UC0009,Sheth Creators Heights,Sheth Creators,tier2,P51926769,Bhayandar,Western,affordable,19.29801,72.84679,3BHK,3,1036,1312,96.3,14,25,north,2024,2024,200,under_construction,Rashtriya Udyan,Line 2A,139,25.47,14221000,13725,170651,9.2,2023,10
U000154,2022-02-12,UC0199,Ajmera Celeste,Ajmera,tier2,P51956208,Naigaon,Far Western,affordable,19.34431,72.83202,3BHK,3,730,928,67.8,2,25,north,2024,2025,200,ready_to_move,BKC Metro,Line 3,369,30.76,4557000,6243,54689,7.1,2022,2
U000155,2022-01-28,UC0095,DLF Park Avenue,DLF,tier1,,Andheri East,Western,mid,19.11987,72.83417,2BHK,2,833,1077,77.4,10,15,south-east,2024,2025,800,under_construction,Andheri,Line 1,23,6.7,25740000,30888,308886,7.1,2022,1
U000156,2023-04-26,UC0126,Hiranandani Estate,Hiranandani,tier1,P51986981,Powai,Central,premium,19.11915,72.89114,2BHK,2,644,783,59.9,25,25,west,2022,2028,400,under_construction,Chakala,Line 1,34,5.9,24354000,37787,292244,9.2,2023,4
U000157,2024-05-22,UC0102,Hiranandani Crown,Hiranandani,tier1,P51879531,Wadala,South Mumbai,premium,19.01452,72.85737,4BHK,4,1294,1558,120.2,19,35,north,2021,2027,200,ready_to_move,Wadala Harbour,Harbour,13,6.31,59732000,46172,716789,9.2,2024,5
U000158,2021-03-16,UC0172,Godrej Properties Imperia,Godrej Properties,tier1,P51942896,Matunga,Central,premium,19.02326,72.8406,1BHK,1,447,561,41.5,13,25,north-east,2022,2025,400,under_construction,Dadar Metro,Line 3,12,6.05,13996000,31322,167946,6.7,2021,3
U000159,2021-10-07,UC0005,Ekta World Plaza,Ekta World,tier2,P51892275,Matunga,Central,premium,19.03399,72.86933,2BHK,2,679,839,63.1,25,35,south-west,2023,2025,100,under_construction,Kalbadevi,Line 3,119,4.0,21275000,31326,255298,6.7,2021,10
U000160,2023-07-27,UC0117,Rustomjee Crown,Rustomjee,tier1,P51951876,Mahalaxmi,South Mumbai,luxury,18.99013,72.82553,2BHK,2,593,768,55.1,25,35,north-west,2023,2026,400,ready_to_move,Mumbai Central WR,Western Rail,32,10.04,49419000,83379,593027,9.2,2023,7
U000161,2023-07-01,UC0101,Tata Housing Celeste,Tata Housing,tier1,,Sanpada,Navi Mumbai,mid,19.07092,73.0233,2BHK,2,687,835,63.8,12,35,south,2024,2027,200,under_construction,Belapur TH,Trans-Harbour,81,16.11,11038000,16078,132456,9.2,2023,7
U000162,2025-05-21,UC0060,Kanakia The Park,Kanakia,tier2,,Prabhadevi,South Mumbai,luxury,19.013,72.82359,2BHK,2,578,713,53.7,16,25,east,2024,2027,100,under_construction,Dadar Metro,Line 3,31,8.0,45973000,79518,551671,8.95,2025,5
U000163,2025-11-30,UC0206,Sheth Creators Palazzo,Sheth Creators,tier2,P51865600,Breach Candy,South Mumbai,luxury,18.9603,72.80038,4BHK,4,1349,1727,125.4,12,35,west,2022,2028,100,under_construction,Mumbai Central WR,Western Rail,34,14.23,135714000,100568,1628573,8.7,2025,11
U000164,2023-11-05,UC0151,Piramal Realty The Park,Piramal Realty,tier2,,Borivali East,Western,mid,19.22465,72.85673,1BHK,1,329,425,30.5,31,35,north,2023,2027,200,under_construction,Eksar,Line 2A,8,17.25,5622000,17110,67469,9.2,2023,11
U000165,2024-11-12,UC0023,Oberoi Realty Estate,Oberoi Realty,tier1,,Dadar West,Central,premium,19.01753,72.82686,2BHK,2,658,832,61.1,12,35,south-west,2024,2027,400,under_construction,Siddhivinayak,Line 3,5,7.39,35060000,53287,420717,9.2,2024,11
U000166,2024-09-16,UC0068,Oberoi Realty Residences,Oberoi Realty,tier1,P51831546,Tardeo,South Mumbai,luxury,18.97048,72.78795,3BHK,3,973,1214,90.4,25,25,west,2021,2027,1200,under_construction,CSMT Harbour,Harbour,74,14.03,75705000,77806,908461,9.2,2024,9
U000167,2021-07-30,UC0037,Marathon Royale,Marathon,tier2,P51761471,Mulund East,Central,mid,19.18637,72.95244,2BHK,2,718,872,66.7,5,15,west,2022,2027,100,under_construction,Borivali East,Line 2A,136,15.57,11895000,16563,142742,6.7,2021,7
U000168,2022-11-25,UC0073,Lodha Estate,Lodha,tier1,P51854658,Mulund East,Central,mid,19.16415,72.95587,3BHK,3,777,973,72.1,18,25,south,2024,2027,400,ready_within_6m,BKC Metro,Line 3,172,13.82,16094000,20725,193127,8.6,2022,11
U000169,2021-07-20,UC0228,Ajmera Greens,Ajmera,tier2,P51762215,Mazgaon,South Mumbai,premium,18.96223,72.84363,4BHK,4,1538,1848,142.9,1,15,north,2022,2027,400,under_construction,Kalbadevi,Line 3,22,12.3,51435000,33440,617223,6.7,2021,7
U000170,2025-12-11,UC0199,Ajmera Celeste,Ajmera,tier2,P51956208,Naigaon,Far Western,affordable,19.34431,72.83202,1BHK,1,438,540,40.7,33,35,west,2024,2025,200,under_construction,Rashtriya Udyan,Line 2A,199,30.76,3495000,7985,41945,8.7,2025,12
U000171,2024-01-14,UC0119,Marathon Residences,Marathon,tier2,P51830668,Vile Parle East,Western,premium,19.09576,72.8615,2BHK,2,670,821,62.3,5,25,north-east,2023,2026,1200,ready_to_move,Vidyanagari,Line 3,26,3.0,23616000,35237,283395,9.2,2024,1
U000172,2025-02-07,UC0210,Sunteck Meadows,Sunteck,tier2,,Vasai,Far Western,affordable,19.40648,72.81641,3BHK,3,819,989,76.1,25,25,south,2022,2027,200,under_construction,BKC Metro,Line 3,457,37.84,5790000,7071,69480,8.95,2025,2
U000173,2021-07-13,UC0166,JP Infra Vista,JP Infra,tier2,P51933203,Kalwa,Thane,affordable,19.18997,73.00824,2BHK,2,770,925,71.5,10,15,south,2023,2025,800,ready_within_6m,Thane CR,Central Rail,27,19.72,6444000,8372,77332,6.7,2021,7
U000174,2024-07-23,UC0182,DLF Imperia,DLF,tier1,P51766926,Seawoods,Navi Mumbai,mid,19.02662,73.01352,2BHK,2,711,876,66.1,12,25,west,2024,2027,100,ready_within_6m,Panvel Harbour,Harbour,132,15.84,12483000,17554,149794,9.2,2024,7
U000175,2023-11-11,UC0227,Oberoi Realty Imperia,Oberoi Realty,tier1,P51804828,BKC (Bandra-Kurla),Central,luxury,19.07052,72.87099,3BHK,3,584,710,54.3,3,35,west,2025,2028,200,under_construction,Kurla CR,Central Rail,15,0.12,46842000,80161,562102,9.2,2023,11
U000176,2021-01-18,UC0122,Sunteck Imperia,Sunteck,tier2,P51779118,Borivali East,Western,mid,19.22149,72.865,2BHK,2,579,699,53.8,4,25,south-west,2023,2026,100,ready_to_move,Ovaripada,Line 7,11,16.85,8145000,14070,97742,6.7,2021,1
U000177,2021-12-06,UC0011,Oberoi Realty Park Avenue,Oberoi Realty,tier1,P51959900,Malad West,Western,mid,19.18543,72.85509,5BHK_penthouse,5,2771,3385,257.4,5,35,south-east,2023,2026,1200,under_construction,Kurar,Line 7,7,12.93,56342000,20332,676102,6.7,2021,12
U000178,2023-01-25,UC0023,Oberoi Realty Estate,Oberoi Realty,tier1,,Dadar West,Central,premium,19.01753,72.82686,2BHK,2,501,632,46.5,14,15,north-west,2024,2027,400,ready_within_6m,Siddhivinayak,Line 3,8,7.39,22623000,45154,271470,9.2,2023,1
U000179,2022-10-14,UC0059,Kanakia Pinnacle,Kanakia,tier2,P51937011,Nariman Point,South Mumbai,luxury,18.92787,72.81686,2BHK,2,511,618,47.4,21,35,south,2025,2024,200,under_construction,Churchgate WR,Western Rail,20,16.76,36917000,72301,443007,8.6,2022,10
U000180,2022-02-05,UC0043,Rustomjee Celeste,Rustomjee,tier1,,Vile Parle East,Western,premium,19.10231,72.84679,2BHK,2,771,971,71.7,10,35,north-east,2022,2027,100,under_construction,MIDC Andheri,Line 3,45,4.34,24486000,31748,293830,7.1,2022,2
U000181,2021-01-13,UC0198,Rustomjee Vista,Rustomjee,tier1,P51832631,Andheri East,Western,mid,19.11446,72.84802,4BHK,4,1608,1954,149.4,8,50,north-west,2025,2028,800,under_construction,Andheri,Line 1,13,5.46,40657000,25284,487888,6.7,2021,1
U000182,2023-08-05,UC0146,JP Infra Crown,JP Infra,tier2,P51722748,Byculla,South Mumbai,premium,18.97814,72.83912,1BHK,1,466,575,43.3,50,50,south,2024,2027,400,under_construction,Goregaon East,Line 7,256,10.72,20495000,44004,245941,9.2,2023,8
