id,date_listed,locality,region,tier,lat,lon,property_type,bedrooms,carpet_area_sqft,built_up_area_sqft,carpet_area_m2,floor,total_floors,year_built,facing,furnishing,parking,balconies,is_sra_redevelopment,builder,builder_tier,metro_station,metro_line,metro_distance_min,metro_distance_type,to_bkc_km,to_nariman_point_km,price_inr,price_per_sqft_carpet_inr,price_usd,home_loan_rate_at_listing,listing_year,listing_month,property_age,calculated_price_per_sqft,luxury_score,connectivity_score,investment_score,investment_category
S000086,2024-02-15,Sanpada,Navi Mumbai,mid,19.07145,72.99806,4BHK,4,1724,2084,160.1,11,12,2015,north-west,semi_furnished,1_covered,1,False,Local Builder,local,Vashi Harbour,Harbour,19,walk,13.46,24.41,21641000,12556,259694,9.2,2024,2,11,12552.784222737819,2,81,35.5574085855552,Medium
S000087,2025-09-17,Bandra East,Western,premium,19.06268,72.82431,4BHK,4,1264,1531,117.4,4,20,2017,north,fully_furnished,1_covered,1,False,Runwal,tier2,Dadar Metro,Line 3,24,auto/bus,4.87,15.14,51896000,41050,622748,8.7,2025,9,9,41056.962025316454,4,76,39.82926930784647,Medium
S000088,2020-04-27,Kanjurmarg,Central,mid,19.14428,72.93629,5BHK_penthouse,5,3258,4202,302.7,15,20,2004,west,unfurnished,open,2,False,Local Builder,local,Santacruz Metro,Line 3,51,auto/bus,10.8,26.95,33659000,10330,403907,6.7,2020,4,22,10331.184775936157,2,49,22.29570973588045,Medium
S000089,2022-05-07,Nerul,Navi Mumbai,mid,19.0317,73.04415,2BHK,2,739,924,68.7,10,20,2022,east,unfurnished,2_covered,2,False,Local Builder,local,Nerul Harbour,Harbour,3,walk,18.79,25.96,7853000,10627,94237,7.1,2022,5,4,10626.522327469553,0,97,41.052739870113335,Medium
S000090,2021-04-01,Vile Parle West,Western,premium,19.09982,72.83853,2BHK,2,701,903,65.1,6,30,2018,west,unfurnished,1_covered,1,False,Tata Housing,tier1,Sahar Road,Line 3,13,auto/bus,4.68,19.34,20928000,29867,251134,6.7,2021,4,8,29854.493580599144,0,87,40.82118287461774,Medium
S000091,2021-07-09,Walkeshwar,South Mumbai,luxury,18.97198,72.79959,4BHK,4,1592,1982,147.9,24,30,2021,east,unfurnished,1_covered,2,False,Hiranandani,tier1,Churchgate,Line 3,20,auto/bus,13.18,5.66,120281000,75534,1443368,6.7,2021,7,5,75553.39195979899,5,80,48.61511386503272,Medium
S000092,2021-12-01,Vashi,Navi Mumbai,mid,19.08563,73.01338,2BHK,2,499,636,46.3,17,45,1994,west,semi_furnished,open,2,False,Local Builder,local,Eksar,Line 2A,97,auto/bus,15.17,26.66,3966000,7954,47587,6.7,2021,12,32,7947.895791583166,0,3,3.042943217347453,Low
S000093,2023-02-16,Dahisar,Western,affordable,19.2529,72.85874,2BHK,2,678,851,63.0,30,30,2005,south-east,fully_furnished,open,1,False,Local Builder,local,Dahisar East,Line 2A,4,walk,20.37,36.48,7520000,11094,90243,9.2,2023,2,21,11091.445427728613,2,96,41.351778723404266,Medium
S000094,2022-03-07,Kandivali East,Western,mid,19.20583,72.8533,2BHK,2,700,851,65.0,9,12,2004,south-east,unfurnished,1_covered,2,False,Runwal,tier2,Magathane,Line 2A,11,walk,15.21,31.22,7444000,10640,89327,7.1,2022,3,22,10634.285714285714,0,89,37.862336378291246,Medium
S000095,2022-08-29,Ghatkopar West,Central,mid,19.09423,72.88143,2BHK,2,545,669,50.7,3,12,2011,south-east,unfurnished,1_covered,0,False,JP Infra,tier2,Asalpha,Line 1,17,auto/bus,2.95,19.61,11267000,20662,135200,8.6,2022,8,15,20673.394495412846,0,83,37.42115477056892,Medium
S000096,2023-04-14,Mumbra,Thane,affordable,19.18702,73.03243,3BHK,3,859,1064,79.8,4,20,2016,west,fully_furnished,2_covered,2,False,Kanakia,tier2,Ovaripada,Line 7,77,auto/bus,21.46,36.34,4612000,5372,55350,9.2,2023,4,10,5369.033760186263,4,23,11.691225672159584,Low
S000097,2026-04-13,Kalyan,Thane,affordable,19.23966,73.13194,3BHK,3,1097,1368,101.9,9,12,2006,north-east,fully_furnished,1_covered,1,False,Piramal Realty,tier2,Kalyan CR,Central Rail,4,walk,33.36,47.56,7354000,6702,88242,8.7,2026,4,20,6703.7374658158615,4,96,41.0763804188197,Medium
S000098,2021-06-03,Ambernath,Thane,affordable,19.20562,73.17136,3BHK,3,992,1194,92.2,10,12,1996,north-west,fully_furnished,1_covered,0,False,Ajmera,tier2,Ghatkopar CR,Central Rail,132,auto/bus,35.07,47.94,3626000,3655,43513,6.7,2021,6,30,3655.2419354838707,4,0,2.2067859900717046,Low
S000099,2020-10-08,Ulwe,Navi Mumbai,affordable,18.96543,73.02757,4BHK,4,1097,1365,101.9,24,30,2005,south-east,unfurnished,1_covered,1,False,Local Builder,local,Ghatkopar CR,Central Rail,83,auto/bus,20.24,21.87,4879000,4448,58550,6.7,2020,10,21,4447.584320875114,2,17,8.494560032793606,Low
S000100,2026-01-29,Malad West,Western,mid,19.18718,72.86958,2BHK,2,698,885,64.9,19,20,1985,south-east,fully_furnished,open,1,False,Local Builder,local,Borivali WR,Western Rail,23,auto/bus,13.03,29.38,12817000,18355,153801,8.7,2026,1,41,18362.46418338109,2,77,35.14902137785754,Medium
S000101,2023-11-23,Breach Candy,South Mumbai,luxury,18.96319,72.80163,3BHK,3,859,1064,79.8,40,45,2015,north-west,unfurnished,2_covered,2,False,Local Builder,local,Girgaon,Line 3,16,auto/bus,13.88,4.69,55516000,64616,666193,9.2,2023,11,11,64628.637951105935,5,84,48.041212825131495,Medium
S000102,2023-10-31,Nerul,Navi Mumbai,mid,19.03443,73.00401,1BHK,1,458,590,42.6,4,7,2021,south-east,unfurnished,open,2,False,Local Builder,local,Nerul Harbour,Harbour,3,walk,14.63,22.44,6762000,14750,81141,9.2,2023,10,5,14764.192139737992,0,97,41.89788524105295,Medium
S000103,2025-01-12,Ghansoli,Navi Mumbai,mid,19.11935,72.97569,1BHK,1,352,448,32.7,5,20,2014,west,semi_furnished,1_covered,2,False,Local Builder,local,International Airport,Line 3,63,auto/bus,12.39,26.74,2767000,7853,33204,8.95,2025,1,12,7860.795454545455,0,37,16.73200224069389,Low
S000104,2021-01-26,Prabhadevi,South Mumbai,luxury,19.01077,72.82988,5BHK_penthouse,5,2236,2721,207.7,11,12,2020,north,fully_furnished,1_covered,2,False,Godrej Properties,tier1,Siddhivinayak,Line 3,2,walk,7.82,9.39,131732000,58920,1580782,6.7,2021,1,6,58914.13237924866,7,98,53.091591169951116,High
S000105,2024-01-15,Andheri West,Western,premium,19.12591,72.83765,2BHK,2,520,648,48.3,3,12,2011,east,unfurnished,1_covered,2,False,Oberoi Realty,tier1,Acharya Atre Chowk,Line 3,62,auto/bus,7.08,22.22,16351000,31431,196214,9.2,2024,1,15,31444.23076923077,0,38,21.547358338939517,Medium
S000106,2021-04-22,Tardeo,South Mumbai,luxury,18.95959,72.79967,2BHK,2,580,749,53.9,4,12,2015,west,semi_furnished,2_covered,1,False,Piramal Realty,tier2,Worli Metro,Line 3,25,auto/bus,14.33,4.46,20203000,34816,242440,6.7,2021,4,11,34832.75862068965,3,75,37.91269759936643,Medium
S000107,2022-10-29,Ulwe,Navi Mumbai,affordable,18.96738,73.01284,2BHK,2,540,661,50.2,10,12,2018,south-west,semi_furnished,1_covered,2,False,Local Builder,local,Andheri WR,Western Rail,108,auto/bus,18.86,20.4,2888000,5342,34650,8.6,2022,10,8,5348.148148148148,0,0,1.4146603878116344,Low
S000108,2024-08-31,Naigaon,Far Western,affordable,19.34819,72.83939,1BHK,1,426,531,39.6,16,45,2016,west,unfurnished,none,0,False,Local Builder,local,Vidyanagari,Line 3,121,auto/bus,31.1,46.92,1512000,3552,18145,9.2,2024,8,10,3549.2957746478874,0,0,1.3717756613756613,Low
S000109,2023-08-10,Bandra West,Western,luxury,19.05992,72.84103,2BHK,2,599,729,55.7,4,20,2015,north-west,unfurnished,open,1,False,Sunteck,tier2,Belapur TH,Trans-Harbour,97,auto/bus,3.24,14.95,31182000,52032,374188,9.2,2023,8,11,52056.7612687813,3,3,12.538469783849656,Low
S000110,2022-03-19,Bandra West,Western,luxury,19.06499,72.83983,3BHK,3,890,1156,82.7,12,45,1997,east,fully_furnished,1_covered,2,False,Kanakia,tier2,Wadala Harbour,Harbour,27,auto/bus,3.22,15.49,44122000,49580,529466,7.1,2022,3,29,49575.2808988764,7,73,41.238664430442874,Medium
S000111,2025-09-25,Kalyan,Thane,affordable,19.24703,73.11303,3BHK,3,957,1180,89.0,2,20,2017,north-west,semi_furnished,1_covered,1,False,Local Builder,local,Kalyan CR,Central Rail,3,walk,32.24,46.85,4031000,4210,48374,8.7,2025,9,9,4212.121212121212,2,97,40.49007740014885,Medium
S000112,2024-10-20,Pedder Road,South Mumbai,luxury,18.97915,72.79224,3BHK,3,900,1108,83.6,4,12,2020,north,semi_furnished,none,2,False,Mahindra Lifespaces,tier1,Mumbai Central Metro,Line 3,18,walk,13.0,6.72,79078000,87863,948932,9.2,2024,10,6,87864.44444444444,5,82,51.88524574217861,High
S000113,2022-11-10,Borivali West,Western,mid,19.23584,72.86071,4BHK,4,1481,1804,137.6,37,45,2006,south,semi_furnished,open,1,False,Dosti Realty,tier2,Eksar,Line 2A,14,auto/bus,18.47,34.62,19110000,12899,229317,8.6,2022,11,20,12903.443619176232,2,86,37.6321286237572,Medium
S000114,2020-04-16,Kharghar,Navi Mumbai,affordable,19.02975,73.0668,2BHK,2,609,732,56.6,7,12,2010,north,semi_furnished,1_covered,2,False,Local Builder,local,Kharghar TH,Trans-Harbour,2,walk,21.16,28.02,3920000,6438,47039,6.7,2020,4,16,6436.781609195402,0,98,40.742702040816326,Medium
S000115,2022-08-14,Byculla,South Mumbai,premium,18.97948,72.82363,1BHK,1,355,459,33.0,8,12,1994,south-west,unfurnished,2_covered,3,False,Kalpataru,tier1,Mahalaxmi Metro,Line 3,14,auto/bus,11.18,5.89,7736000,21764,92832,8.6,2022,8,32,21791.549295774646,0,86,38.88206577042399,Medium
S000116,2020-05-19,Tardeo,South Mumbai,luxury,18.95946,72.802,3BHK,3,870,1094,80.8,8,12,2023,south-east,fully_furnished,1_covered,1,False,Local Builder,local,Shitaladevi,Line 3,32,auto/bus,14.22,4.32,33717000,38759,404607,6.7,2020,5,3,38755.1724137931,7,68,37.081458629178165,Medium
S000117,2022-05-21,Oshiwara,Western,premium,19.15076,72.82427,2BHK,2,572,729,53.2,3,12,2015,north-west,unfurnished,2_covered,3,False,Local Builder,local,Ghatkopar CR,Central Rail,46,auto/bus,10.18,24.94,8602000,15029,103218,7.1,2022,5,11,15038.461538461539,0,54,24.722052034410606,Medium
S000118,2024-03-30,Mahalaxmi,South Mumbai,luxury,18.97971,72.81297,2BHK,2,572,713,53.1,21,30,2007,east,semi_furnished,1_covered,3,False,Oberoi Realty,tier1,Shitaladevi,Line 3,30,auto/bus,11.69,6.02,29457000,51536,353488,9.2,2024,3,19,51498.25174825175,3,70,39.24114778830159,Medium
S000119,2020-11-23,Vile Parle West,Western,premium,19.08928,72.85524,1BHK,1,376,453,34.9,6,12,2017,north-east,unfurnished,none,2,False,Wadhwa,tier2,Andheri,Line 1,13,auto/bus,2.65,18.4,13879000,36918,166544,6.7,2020,11,9,36912.234042553195,0,87,42.25565130052598,Medium
S000120,2022-02-15,Cuffe Parade,South Mumbai,luxury,18.91436,72.82578,3BHK,3,877,1086,81.5,10,20,2014,north-west,unfurnished,1_covered,2,False,Wadhwa,tier2,Cuffe Parade,Line 3,3,walk,17.92,1.37,55670000,63467,668037,7.1,2022,2,12,63477.76510832383,5,97,53.01136299622778,High
S000121,2021-10-20,Mumbra,Thane,affordable,19.19351,73.03451,3BHK,3,938,1213,87.2,34,45,2020,north,unfurnished,none,1,False,Local Builder,local,Dharavi,Line 3,106,auto/bus,22.07,37.05,4669000,4977,56030,6.7,2021,10,6,4977.611940298508,2,0,1.809578624973228,Low
S000122,2023-01-02,Vile Parle East,Western,premium,19.08923,72.85978,1BHK,1,430,537,39.9,4,7,2016,south-west,fully_furnished,1_covered,2,False,Local Builder,local,MIDC Andheri,Line 3,16,auto/bus,2.39,18.49,10737000,24996,128849,9.2,2023,1,10,24969.767441860466,2,84,39.29233588525659,Medium
S000123,2023-05-11,Juhu,Western,luxury,19.11278,72.8493,5BHK_penthouse,5,2253,2772,209.3,3,7,2008,south,semi_furnished,1_covered,1,False,Hiranandani,tier1,Mogra,Line 7,23,auto/bus,5.23,20.89,103780000,46058,1245359,9.2,2023,5,18,46063.027075011094,5,77,41.52123576797071,Medium
S000124,2020-05-08,Oshiwara,Western,premium,19.13552,72.83177,2BHK,2,659,814,61.2,5,7,2020,east,semi_furnished,open,3,False,Nirmal Lifestyle,tier2,Aarey,Line 7,20,auto/bus,8.32,23.26,11977000,18168,143721,6.7,2020,5,6,18174.506828528072,0,80,35.7170933622777,Medium
S000125,2022-02-28,Bhayandar,Western,affordable,19.29645,72.83657,1BHK,1,443,555,41.1,6,12,2023,south-west,unfurnished,1_covered,1,True,Local Builder,local,Eksar,Line 2A,36,auto/bus,25.42,41.16,1702000,3844,20426,7.1,2022,2,3,3841.986455981941,0,64,26.956344065804934,Medium
S000126,2022-02-22,Nala Sopara,Far Western,affordable,19.42304,72.82058,2BHK,2,687,826,63.8,4,12,2018,south-west,semi_furnished,2_covered,2,False,Local Builder,local,Dharavi,Line 3,172,auto/bus,39.6,55.21,2080000,3029,24958,7.1,2022,2,8,3027.656477438137,0,0,1.0865692307692307,Low
S000127,2025-02-06,Nerul,Navi Mumbai,mid,19.02661,73.02154,2BHK,2,578,699,53.7,21,45,2023,south-east,semi_furnished,2_covered,2,True,Local Builder,local,Nerul Harbour,Harbour,4,walk,16.64,23.59,5265000,9115,63177,8.95,2025,2,3,9108.996539792388,0,96,40.412933523266865,Medium
S000128,2022-11-01,Chembur,Central,mid,19.05255,72.92648,2BHK,2,694,862,64.5,6,30,2018,north-east,unfurnished,1_covered,1,False,Sunteck,tier2,Vidyanagari,Line 3,29,auto/bus,6.25,17.7,14848000,21394,178180,8.6,2022,11,8,21394.812680115272,0,71,32.746149137931035,Medium
S000129,2026-02-08,Malad East,Western,mid,19.20963,72.86273,5BHK_penthouse,5,2311,2997,214.7,8,30,2021,north-west,semi_furnished,1_covered,3,False,Local Builder,local,Kurar,Line 7,8,walk,15.55,31.75,31630000,13687,379556,8.7,2026,2,5,13686.715707485937,2,92,40.169015554853,Medium
S000130,2021-02-21,Nariman Point,South Mumbai,luxury,18.92055,72.81744,1BHK,1,428,524,39.7,17,20,2002,east,unfurnished,1_covered,2,False,Hiranandani,tier1,Vidhan Bhavan,Line 3,6,walk,17.51,0.93,26753000,62558,321031,6.7,2021,2,24,62507.009345794395,3,94,51.04897898553433,High
S000131,2023-01-19,Santacruz West,Western,premium,19.08141,72.84467,4BHK,4,1699,2059,157.9,30,45,2018,west,unfurnished,1_covered,2,False,Sheth Creators,tier2,Rashtriya Udyan,Line 2A,59,auto/bus,2.95,17.37,60461000,35577,725532,9.2,2023,1,8,35586.227192466155,2,41,24.131939587502693,Medium
S000132,2020-08-24,Marine Drive,South Mumbai,luxury,18.93555,72.81151,4BHK,4,1078,1395,100.1,7,20,2024,east,unfurnished,1_covered,1,False,Local Builder,local,Hutatma Chowk,Line 3,13,auto/bus,16.17,1.63,40931000,37987,491174,6.7,2020,8,2,37969.38775510204,5,87,43.92183136009382,Medium
S000133,2024-05-28,Goregaon East,Western,mid,19.16053,72.86748,3BHK,3,922,1138,85.7,6,20,1996,north,semi_furnished,2_covered,0,False,Sunteck,tier2,Andheri WR,Western Rail,29,auto/bus,10.07,26.43,17070000,18513,204834,9.2,2024,5,30,18514.09978308026,2,71,32.76118230814294,Medium
S000134,2020-08-02,Cuffe Parade,South Mumbai,luxury,18.91187,72.82481,3BHK,3,952,1214,88.4,2,20,2011,west,semi_furnished,open,2,False,Local Builder,local,Cuffe Parade,Line 3,4,walk,18.21,1.63,55138000,57929,661652,6.7,2020,8,15,57918.06722689076,5,96,51.50393631252494,High
S000135,2024-02-07,Ulwe,Navi Mumbai,affordable,18.95385,73.04031,2BHK,2,553,682,51.4,7,20,2006,east,unfurnished,open,2,True,Local Builder,local,Girgaon,Line 3,94,auto/bus,22.08,22.98,1997000,3611,23965,9.2,2024,2,20,3611.2115732368898,0,6,3.6229511266900354,Low
S000136,2024-08-10,Tardeo,South Mumbai,luxury,18.97768,72.81561,1BHK,1,417,530,38.7,15,45,2019,west,unfurnished,1_covered,1,False,JP Infra,tier2,Wadala Harbour,Harbour,38,auto/bus,11.75,5.75,19767000,47435,237206,9.2,2024,8,7,47402.87769784173,3,62,35.23758936611524,Medium
S000137,2020-01-07,Tardeo,South Mumbai,luxury,18.94449,72.79366,2BHK,2,721,878,67.0,6,30,2024,north,unfurnished,none,1,False,Ajmera,tier2,Girgaon,Line 3,20,walk,16.1,3.74,26494000,36744,317931,7.85,2020,1,2,36746.18585298197,3,80,40.28654439495735,Medium
S000138,2023-02-24,Kandivali West,Western,mid,19.21462,72.83488,2BHK,2,651,835,60.5,6,7,2016,south-east,semi_furnished,1_covered,0,False,Local Builder,local,Kurar,Line 7,15,auto/bus,16.5,32.06,10764000,16530,129174,9.2,2023,2,10,16534.562211981567,0,85,37.398902266815305,Medium
S000139,2025-06-16,Naigaon,Far Western,affordable,19.34809,72.85292,3BHK,3,884,1063,82.1,4,7,2019,south-west,semi_furnished,1_covered,3,False,Local Builder,local,Western Express Highway,Line 1,107,auto/bus,30.97,46.98,3822000,4324,45869,8.95,2025,6,7,4323.529411764706,2,0,1.726443118785976,Low
S000140,2025-08-10,Pedder Road,South Mumbai,luxury,18.98013,72.78237,4BHK,4,1523,1868,141.5,1,12,2016,east,unfurnished,1_covered,1,False,Kanakia,tier2,Mahalaxmi Metro,Line 3,19,walk,13.59,7.38,104501000,68603,1254017,8.7,2025,8,10,68615.23309258043,5,81,47.63016928641831,Medium
S000141,2026-02-13,Prabhadevi,South Mumbai,luxury,19.01348,72.80434,2BHK,2,673,809,62.6,6,7,1990,north,semi_furnished,none,1,False,Local Builder,local,Jagruti Nagar,Line 1,51,auto/bus,9.33,9.88,29387000,43636,352646,8.7,2026,2,36,43665.676077265976,3,49,29.261228652125094,Medium
S000142,2026-02-22,Powai,Central,premium,19.11959,72.91951,1BHK,1,510,640,47.4,6,20,2008,south-west,fully_furnished,1_covered,1,False,Local Builder,local,Kurla CR,Central Rail,29,auto/bus,7.58,23.72,11459000,22463,137503,8.7,2026,2,18,22468.62745098039,2,71,33.57986764988219,Medium
S000143,2023-02-28,Ghatkopar East,Central,mid,19.06549,72.92705,2BHK,2,878,1063,81.6,6,12,2024,north-west,unfurnished,none,3,False,Rustomjee,tier1,MIDC Andheri,Line 3,31,auto/bus,6.02,18.89,14610000,16642,175318,9.2,2023,2,2,16640.09111617312,0,69,30.996846269678304,Medium
S000144,2024-10-16,Santacruz East,Western,premium,19.08765,72.82708,3BHK,3,1053,1325,97.8,12,12,2018,west,semi_furnished,2_covered,3,False,Local Builder,local,Santacruz Metro,Line 3,13,walk,4.92,17.92,26503000,25175,318033,9.2,2024,10,8,25169.040835707503,2,87,40.47273157755726,Medium
S000145,2023-08-13,Thane West,Thane,mid,19.22033,72.97374,1BHK,1,409,515,38.0,7,20,2010,south-west,semi_furnished,2_covered,1,False,Local Builder,local,Thane CR,Central Rail,19,auto/bus,19.95,36.28,3729000,9116,44743,9.2,2023,8,16,9117.359413202934,0,81,34.49136840976133,Medium
S000146,2020-07-27,Juhu,Western,luxury,19.1199,72.82107,3BHK,3,729,928,67.7,12,30,2018,west,fully_furnished,2_covered,1,False,Ajmera,tier2,Azad Nagar,Line 1,15,auto/bus,7.56,21.51,36778000,50475,441340,6.7,2020,7,8,50449.93141289437,7,85,46.22219016803524,Medium
S000147,2025-10-24,Sewri,South Mumbai,premium,18.98714,72.85732,2BHK,2,814,985,75.6,12,12,2019,north-west,fully_furnished,1_covered,2,False,Local Builder,local,Jagruti Nagar,Line 1,57,auto/bus,9.31,7.61,21860000,26855,262317,8.7,2025,10,7,26855.036855036855,2,43,23.216745654162853,Medium
S000148,2024-02-08,Kalyan,Thane,affordable,19.23338,73.12607,2BHK,2,717,919,66.6,11,20,1994,north-west,unfurnished,none,3,True,Local Builder,local,Kalyan CR,Central Rail,4,walk,32.46,46.63,1925000,2686,23099,9.2,2024,2,32,2684.797768479777,0,96,39.45668051948052,Medium
S000149,2025-07-08,Borivali East,Western,mid,19.22731,72.8538,1BHK,1,344,442,32.0,1,7,2021,south,semi_furnished,1_covered,2,False,Local Builder,local,Borivali WR,Western Rail,3,walk,17.57,33.6,3853000,11186,46233,8.7,2025,7,5,11200.581395348838,0,97,41.29673802232028,Medium
S000150,2021-08-12,Mumbra,Thane,affordable,19.19078,73.04353,3BHK,3,978,1241,90.8,5,7,2005,west,unfurnished,1_covered,1,False,Local Builder,local,Dahanukarwadi,Line 2A,79,auto/bus,22.64,37.38,3538000,3620,42460,6.7,2021,8,21,3617.5869120654397,2,21,10.00664556246467,Low
S000151,2020-04-17,Kurla East,Central,mid,19.07907,72.89781,1BHK,1,466,573,43.3,20,20,1991,east,semi_furnished,none,1,False,Local Builder,local,International Airport,Line 3,20,auto/bus,3.09,18.67,6767000,14522,81199,6.7,2020,4,35,14521.45922746781,0,80,35.052175971627015,Medium
S000152,2021-07-27,Ghatkopar West,Central,mid,19.07231,72.90542,3BHK,3,910,1096,84.5,4,7,2023,north-east,semi_furnished,open,1,False,Local Builder,local,Ghatkopar CR,Central Rail,4,walk,3.73,18.35,18713000,20562,224555,6.7,2021,7,3,20563.736263736264,2,96,43.16583878587079,Medium
S000153,2022-05-30,Lower Parel,South Mumbai,premium,18.9956,72.84155,3BHK,3,1196,1459,111.1,1,7,2021,north,unfurnished,2_covered,2,False,Dosti Realty,tier2,Dadar CR,Central Rail,15,auto/bus,8.8,7.91,40294000,33688,483528,7.1,2022,5,5,33690.63545150502,2,85,41.3624175907083,Medium
S000154,2022-07-29,Goregaon West,Western,mid,19.16313,72.8428,4BHK,4,1546,1919,143.6,11,20,2022,north-east,unfurnished,2_covered,1,False,Oberoi Realty,tier1,Lower Oshiwara,Line 2A,7,walk,10.74,26.39,34880000,22561,418562,8.6,2022,7,4,22561.4489003881,2,93,42.34086972477065,Medium
S000155,2020-11-08,Airoli,Navi Mumbai,mid,19.14752,73.00463,1BHK,1,506,649,47.0,23,45,2022,south-west,semi_furnished,1_covered,1,False,Local Builder,local,Dahanukarwadi,Line 2A,74,auto/bus,16.57,31.08,4231000,8361,50776,6.7,2020,11,4,8361.660079051384,0,26,12.308550744504846,Low
S000156,2025-04-09,Tardeo,South Mumbai,luxury,18.97695,72.80999,3BHK,3,1000,1242,92.9,18,20,2024,north-west,semi_furnished,1_covered,2,False,DLF,tier1,Dadar Metro,Line 3,33,auto/bus,12.12,5.79,60499000,60525,725990,8.95,2025,4,2,60499.0,5,67,40.42152919882973,Medium
S000157,2024-03-15,Malabar Hill,South Mumbai,luxury,18.96449,72.79585,4BHK,4,1882,2337,174.8,12,30,1988,west,semi_furnished,1_covered,1,False,Ekta World,tier2,Girgaon,Line 3,14,auto/bus,14.09,5.14,118022000,62720,1416259,9.2,2024,3,38,62710.94580233794,5,86,48.45247299655997,Medium
S000158,2023-07-25,Khar West,Western,luxury,19.06383,72.85289,4BHK,4,1615,2031,150.1,17,20,2016,east,unfurnished,1_covered,1,False,Nirmal Lifestyle,tier2,Shitaladevi,Line 3,25,auto/bus,1.92,15.58,72101000,44633,865211,9.2,2023,7,10,44644.58204334365,5,75,40.44046943315627,Medium
S000159,2025-05-26,Dadar East,Central,premium,19.02712,72.86449,1BHK,1,387,475,35.9,8,20,2022,north-east,fully_furnished,1_covered,2,False,Piramal Realty,tier2,Ghatkopar,Line 1,47,auto/bus,4.8,11.98,14027000,36257,168323,8.95,2025,5,4,36245.47803617571,2,53,29.122691081485712,Medium
S000160,2025-05-21,Malad West,Western,mid,19.17282,72.86344,2BHK,2,642,823,59.7,14,20,2021,south,semi_furnished,open,1,False,Local Builder,local,Rashtriya Udyan,Line 2A,15,walk,11.45,27.71,11012000,17151,132147,8.95,2025,5,5,17152.64797507788,0,85,37.521010025426804,Medium
S000161,2022-07-22,BKC (Bandra-Kurla),Central,luxury,19.06984,72.86213,3BHK,3,927,1187,86.1,1,12,2005,east,semi_furnished,1_covered,2,False,Marathon,tier2,BKC Metro,Line 3,2,walk,0.83,16.44,60926000,65752,731117,8.6,2022,7,21,65723.84034519957,5,98,53.86681335390474,High
